rank,team,conf,record,adjoe,oe Rank,adjde,de Rank,barthag,rank,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,"Fun Rk, adjt"
330,Western Michigan,MAC,23-Aug,101.4531292,240,116.39637,357,0.170774092,330,8,23,4,14,14-Apr,0.417707516,0.391045298,0.436963562,0.417707516,0.391045298,0.436963562,0.867821815,0.850730911,104.3915206,105.877004,104.3915206,105.877004,102.134686,115.4946765,94.49876555,110.1825223,0.14606013,2,-0.063891206,1277,1408,1217.875,1.048547675,1.15611208,0,0.222222222,-16.79406313,338,310
331,Stonehill,NEC,14-17,94.17880999,343,108.1063589,253,0.16993558,331,14,17,10,6,6-Oct,0.296678081,0.445869385,0.156811233,0.296678081,0.445869385,0.156811233,0.904851517,0.828763217,99.21319441,108.3442299,99.21319441,108.3442299,91.90584941,104.5737773,99.78668741,112.502,0.201126828,2,0.027867637,1041,1012,1056.6125,0.985224006,0.957777804,0,0.625,-12.63777065,267,123
332,St. Francis PA,NEC,13-18,100.4260859,262,115.7149632,354,0.163879472,332,13,18,9,7,7-Sep,0.259051523,0.39570291,0.157573642,0.259051523,0.39570291,0.157573642,0.926898443,0.859848322,98.11437101,108.9691424,98.11437101,108.9691424,100.0330877,114.4693786,109.8705851,114.7243104,0.37821515,2,-0.049976387,1180,1146,1112.875,1.060316747,1.029765248,0,0.5625,-14.47678635,300,288
333,Incarnate Word,Slnd,19-Dec,96.76628507,321,111.5124009,317,0.163675978,333,12,19,6,12,12-Jun,0.290427642,0.34758346,0.249148441,0.290427642,0.34758346,0.249148441,0.924814944,0.88138972,101.3924787,109.3239173,101.3924787,109.3239173,97.26278054,112.5514109,88.7301291,122.3727191,0.024199469,1,-0.027535711,1295,1375,1257.2625,1.030015609,1.093645917,0,0.333333333,-15.29970533,311,236
334,Austin Peay,ASun,22-Sep,95.97730363,331,110.8807938,307,0.159767979,334,9,22,3,15,15-Mar,0.416476126,0.398822071,0.429226277,0.416476126,0.398822071,0.429226277,0.863544776,0.808480105,105.3131542,106.2895065,105.3131542,106.2895065,95.38340898,111.4044386,81.09080157,110.3023718,0.028248966,3,-0.018732414,1176,1343,1199.75,0.980204209,1.119399875,0,0.166666667,-15.86035477,324,208
335,The Citadel,SC,22-Oct,96.88224075,320,112.321907,328,0.154395281,335,10,22,5,13,13-May,0.42359852,0.405300636,0.438691782,0.42359852,0.405300636,0.438691782,0.883136426,0.864899831,103.6404369,106.6080898,103.6404369,106.6080898,96.73549616,111.5312415,105.511722,110.4699962,0.370959708,2,0.036330253,1191,1339,1202.5125,0.990426295,1.113501939,0,0.277777778,-16.09185152,328,102
336,Stony Brook,CAA,22-Nov,95.16192711,335,110.6868201,301,0.14957534,336,11,22,6,12,12-Jun,0.395722936,0.43320377,0.359170674,0.395722936,0.43320377,0.359170674,0.881582665,0.851673093,102.0453553,105.4508605,102.0453553,105.4508605,95.67844143,110.9475692,98.83765695,107.1785904,0.28257891,2,0.024135327,1128,1236,1159.0375,0.973221315,1.066402079,0,0.333333333,-15.99653868,326,132
337,Sacred Heart,NEC,16-17,95.52251066,333,111.4034257,315,0.145709589,337,16,17,8,8,8-Aug,0.245023479,0.337339094,0.159866071,0.245023479,0.337339094,0.159866071,0.935537774,0.889416823,96.90057149,108.9551311,96.90057149,108.9551311,94.4335365,111.7251527,84.36720222,110.9202347,0.04121854,1,0.039575294,1142,1124,1121.875,1.017938719,1.00189415,0,0.5,-13.62317067,286,96
338,Presbyterian,BSth,27-May,93.56763352,348,109.4274459,280,0.141773434,338,5,27,1,17,17-Jan,0.366713827,0.34584109,0.380926868,0.366713827,0.34584109,0.380926868,0.912614016,0.895555901,102.9929377,107.7100678,102.9929377,107.7100678,92.98555762,109.3770439,90.76750161,107.4487072,0.125626849,1,-0.142319608,1121,1270,1176.7625,0.952613633,1.079232216,0,0.055555556,-22.36578566,362,363
339,Central Michigan,MAC,21-Oct,92.52228829,353,108.3851345,264,0.139460777,339,10,21,5,13,13-May,0.413935794,0.386573072,0.433697759,0.413935794,0.386573072,0.433697759,0.875432799,0.854830516,105.1768337,107.373992,105.1768337,107.373992,90.25656695,108.7904411,101.7186575,92.79245425,0.741967961,2,0.047124241,1141,1353,1222.125,0.93361972,1.107088064,0,0.277777778,-15.1319269,308,78
340,Holy Cross,Pat,22-Oct,94.07849383,344,110.2543766,295,0.138883007,340,10,22,7,11,11-Jul,0.316138364,0.305987876,0.327511536,0.316138364,0.305987876,0.327511536,0.923203239,0.906140649,100.3042693,106.7583549,100.3042693,106.7583549,95.15209152,108.151242,100.0941019,116.3530676,0.150464487,1,-0.017743993,1204,1306,1242.5375,0.968984839,1.051074917,0,0.388888889,-18.09009427,346,206
341,Columbia,Ivy,22-Jul,94.38689746,342,110.7749201,303,0.136917881,341,7,22,2,12,12-Feb,0.422557403,0.311267211,0.541796894,0.422557403,0.311267211,0.541796894,0.880367009,0.902953322,103.0371513,104.9617837,103.0371513,104.9617837,94.993456,111.5893847,82.97260103,95.78139971,0.160984955,2,-0.028832543,941,1147,1006.575,0.934853339,1.139507737,0,0.142857143,-16.58411512,336,240
342,South Carolina St.,MEAC,26-May,98.22796636,302,115.3512288,351,0.136114625,342,5,26,2,12,12-Feb,0.421023497,0.539032961,0.287046531,0.421023497,0.539032961,0.287046531,0.874131429,0.808114648,102.9669589,105.6893626,102.9669589,105.6893626,97.61356792,115.2366292,99.19545806,123.008614,0.077674956,2,-0.081495865,1038,1126,1042.175,0.995993955,1.080432749,0,0.142857143,-19.92290317,356,337
343,Lindenwood,OVC,21-Nov,95.78832449,332,112.5319245,332,0.135567244,343,11,21,6,12,12-Jun,0.322639009,0.396592999,0.270875293,0.322639009,0.396592999,0.270875293,0.904881021,0.833936706,102.0182816,107.9565242,102.0182816,107.9565242,95.94206635,112.6262276,79.69307557,100.8807768,0.062315582,3,-0.003340625,1252,1330,1238.475,1.010920689,1.073901371,0,0.333333333,-16.33074974,331,173
344,Coppin St.,MEAC,23-Sep,97.76172974,307,115.2964216,350,0.130426635,344,9,23,4,10,10-Apr,0.439654964,0.566737155,0.287870019,0.439654964,0.566737155,0.287870019,0.86403289,0.793031397,102.40953,104.9564226,102.40953,104.9564226,94.72564779,115.6386237,105.3478028,113.9927758,0.287618299,3,0.069038195,983,1107,1018.775,0.964884297,1.086599102,0,0.285714286,-16.31235071,330,42
345,Central Connecticut,NEC,22-Oct,96.420807,326,114.1604206,344,0.125411809,345,10,22,7,9,9-Jul,0.276766483,0.403232744,0.162436265,0.276766483,0.403232744,0.162436265,0.931456254,0.882731621,97.70331865,108.1375746,97.70331865,108.1375746,94.50928232,111.6650598,94.25261302,119.5013602,0.061253997,1,-0.037744976,1073,1072,1058.8875,1.013327667,1.01238328,0,0.4375,-18.47555833,351,262
346,Bethune Cookman,SWAC,20-Dec,96.69237592,322,114.6156269,347,0.123947234,346,12,20,8,10,10-Aug,0.310227805,0.394519346,0.239726028,0.310227805,0.394519346,0.239726028,0.911014959,0.84717915,100.1039762,107.1681988,100.1039762,107.1681988,97.43043551,113.5039248,79.0112579,108.3595083,0.025769972,3,0.041362573,1237,1308,1248.075,0.991126335,1.048013941,0,0.444444444,-15.65025656,319,91
347,Albany,AE,23-Aug,97.74549686,308,116.1259205,356,0.121154563,347,8,23,3,13,13-Mar,0.39336958,0.415717388,0.37241851,0.39336958,0.415717388,0.37241851,0.88512867,0.852487554,102.6528906,106.2579928,102.6528906,106.2579928,97.92045268,116.5557535,85.75339863,102.6453204,0.11227168,2,-0.012260892,1088,1218,1078.475,1.008831915,1.129372494,0,0.1875,-17.41922133,342,195
348,Houston Christian,Slnd,22-Oct,101.2033984,245,120.2999209,363,0.120485597,348,10,22,7,11,11-Jul,0.301532544,0.376594484,0.254003831,0.301532544,0.376594484,0.254003831,0.91005416,0.842243181,102.2856689,109.2601987,102.2856689,109.2601987,101.0520116,118.7466461,85.11271781,114.3021121,0.032578281,3,-0.043183109,1384,1463,1288.725,1.073929659,1.135230557,0,0.388888889,-17.73219295,344,275
349,Hampton,CAA,24-Aug,97.38160324,315,115.801612,355,0.120016548,349,8,24,5,13,13-May,0.394430702,0.41812289,0.392820283,0.394430702,0.41812289,0.392820283,0.890319812,0.883465121,102.1886342,106.3962877,102.1886342,106.3962877,97.33373455,114.1450983,88.57596292,108.5213632,0.088225629,1,-0.014728628,1209,1354,1240.4,0.974685585,1.09158336,0,0.277777778,-18.41656497,350,200
350,Evansville,MVC,27-May,91.33441064,357,108.8823024,271,0.117014724,350,5,27,1,19,19-Jan,0.489618649,0.478632191,0.483907096,0.489618649,0.478632191,0.483907096,0.864112489,0.85614328,104.3533866,104.6945387,104.3533866,104.6945387,89.62006449,111.3345277,87.98234822,94.40854266,0.307742072,1,-0.003513699,1241,1572,1399.7375,0.886594808,1.123067718,0,0.05,-20.06690518,359,175
351,Eastern Illinois,OVC,22-Sep,93.60237259,347,111.5947839,318,0.116921261,351,9,22,5,13,13-May,0.310954372,0.363537287,0.272977822,0.310954372,0.363537287,0.272977822,0.912408334,0.856288499,101.9068743,108.8662562,101.9068743,108.8662562,93.02618798,111.5114595,93.6859814,89.81485334,0.618993728,3,-0.032256501,1239,1338,1261.775,0.981950031,1.060410929,0,0.277777778,-17.84412934,345,249
352,Monmouth,CAA,26-Jul,91.86187192,355,109.6590763,288,0.115419808,352,7,26,5,13,13-May,0.455722794,0.594490305,0.37392607,0.455722794,0.594490305,0.37392607,0.861442286,0.782769055,103.3527934,105.420617,103.3527934,105.420617,90.23622316,108.9555091,85.6494635,114.9853479,0.032696947,3,0.015849984,1115,1267,1204.1375,0.925973986,1.052205417,0,0.277777778,-18.96865691,354,144
353,Alabama St.,SWAC,23-Aug,92.2071818,354,110.823717,305,0.107658762,353,8,23,6,12,12-Jun,0.373416377,0.577369858,0.22611664,0.373416377,0.577369858,0.22611664,0.871864785,0.748450005,100.7896535,105.6891083,100.7896535,105.6891083,91.76874955,110.1033305,91.08276177,109.466756,0.107714501,3,-0.008466246,1141,1206,1202.7625,0.948649463,1.00269172,0,0.333333333,-17.09076248,340,187
354,VMI,SC,25-Jul,97.42643563,314,117.5803034,359,0.103189694,354,7,25,2,16,16-Feb,0.397849104,0.325646775,0.444463153,0.397849104,0.325646775,0.444463153,0.904189323,0.920546435,103.8603981,106.4433517,103.8603981,106.4433517,96.21098879,116.0967019,0,0,0,0,-0.019628347,1149,1395,1188.9375,0.966409084,1.173316512,0,0.111111111,-19.8949643,355,212
355,Lamar,Slnd,22-Sep,94.75058601,340,114.4928487,346,0.101877088,355,9,22,5,13,13-May,0.301206924,0.363650837,0.256108542,0.301206924,0.363650837,0.256108542,0.926070706,0.88596609,102.0040473,109.2219057,102.0040473,109.2219057,94.3766662,114.0462554,103.2267395,97.62394536,0.655150944,1,-0.024839215,1212,1330,1205.1,1.005725666,1.103642851,0,0.277777778,-18.33019165,349,226
356,Mississippi Valley St.,SWAC,27-May,92.59280951,352,111.9860021,324,0.100936003,356,5,27,4,14,14-Apr,0.421119296,0.666388587,0.230354291,0.421119296,0.666388587,0.230354291,0.850992943,0.706060127,101.8616589,104.8026001,101.8616589,104.8026001,93.99459831,112.6835771,88.15367947,112.0844612,0.059414338,4,-0.043754795,1214,1311,1265.825,0.959058322,1.035688188,0,0.222222222,-20.0258284,358,277
357,Florida A&M,SWAC,22-Jul,89.88819719,362,108.8130904,268,0.099997938,357,7,22,5,13,13-May,0.372333354,0.584895309,0.242434381,0.372333354,0.584895309,0.242434381,0.859785648,0.700735822,101.4608322,105.3252313,101.4608322,105.3252313,90.44066739,108.5437282,95.6841037,109.9503671,0.168228571,4,-0.034988055,1089,1199,1182.175,0.921183412,1.014232241,0,0.277777778,-16.22107402,329,254
358,St. Francis NY,NEC,14-16,90.82302871,359,110.3878896,298,0.095911018,358,14,16,7,9,9-Jul,0.231192318,0.308273447,0.166190482,0.231192318,0.308273447,0.166190482,0.940354363,0.897586491,97.81685664,110.6463447,97.81685664,110.6463447,88.41053561,109.7806995,87.61264064,96.53028278,0.246993459,1,0.061135684,999,1083,1071.7875,0.932087751,1.010461495,0,0.4375,-13.13247926,278,55
359,Delaware St.,MEAC,23-Jun,91.61922563,356,111.6368655,319,0.093424792,359,7,22,4,10,10-Apr,0.376478249,0.454884384,0.289758908,0.376478249,0.454884384,0.289758908,0.868690655,0.788911107,101.9152259,105.6246956,101.9152259,105.6246956,92.63716519,112.2089303,87.83973417,93.12109948,0.338172538,4,-0.053653507,938,1055,990.225,0.947259461,1.065414426,0,0.285714286,-17.51134362,343,297
360,IUPUI,Horz,27-May,96.1585811,330,118.422602,360,0.083554754,360,5,27,2,18,18-Feb,0.350852,0.298412255,0.376956415,0.350852,0.298412255,0.376956415,0.906958617,0.878243205,102.3123375,107.7243196,102.3123375,107.7243196,95.99528841,118.3300074,73.09311925,104.709037,0.015770954,2,-0.080167628,1350,1599,1363.125,0.990371389,1.17303989,0,0.1,-22.32737357,361,334
361,Green Bay,Horz,29-Mar,91.18635959,358,114.9207377,349,0.065352159,361,3,29,2,18,18-Feb,0.43715445,0.535297843,0.378824115,0.43715445,0.535297843,0.378824115,0.884176175,0.816908793,103.7927812,106.6003176,103.7927812,106.6003176,91.08855613,115.0599966,0,0,0,0,-0.027467357,1227,1538,1330.5,0.922209696,1.155956407,0,0.1,-22.99416671,363,235
362,Hartford,ind,23-May,90.22648589,361,118.4702558,361,0.041810527,362,5,23,0,2,0-2,0.281555858,0.285154016,0.234779809,0.281555858,0.285154016,0.234779809,0.93332876,0.931086764,99.96350173,108.2870822,99.96350173,108.2870822,80.0754108,110.960943,0,0,0,0,-0.060200921,102,137,123.1125,0.828510509,1.11280333,0,0,-19.93325213,357,302
363,LIU Brooklyn,NEC,26-Mar,86.82463835,363,117.3985828,358,0.030196407,363,3,26,1,15,15-Jan,0.315087735,0.502400935,0.174641785,0.315087735,0.502400935,0.174641785,0.887221015,0.768223899,100.2955467,107.0100336,100.2955467,107.0100336,85.24699346,117.1622678,81.85476281,108.1895353,0.038873667,3,-0.065126251,1033,1224,1138.65,0.907214684,1.074957186,0,0.0625,-21.40404133,360,311
